attrib_name	01CO006	01CO008	05CO004	05CO006	05CO007	05CO011	05CO015	05CO020	05CO028	05CO029	05CO032	05CO033	06CO001	06CO002	09CO005	09CO006	09CO008	14CO001	14CO002	20CO001	20CO003	05CO002	01CO005	01CO001	05CO003	05CO049	22CO004	05CO037	11CO033	20CO006	11CO043	20CO007	11CO042	11CO032	16CO002	11CO018	16CO006	11CO031	09CO011	05CO039	21CO006	05CO034	01CO022	20CO004	05CO048	09CO013	21CO007	15CO002	11CO062	05CO035	16CO003	11CO019	11CO030	01CO019	11CO005	01CO015	15CO001	11CO048	13CO001	27CO004	11CO010	05CO041	11CO020	11CO007	05CO026	11CO045	16CO011	14CO005	22CO006	11CO037	14CO003	05CO044	11CO036	11CO008	11CO060	11CO039	11CO070	11CO079	05CO053	11CO072	11CO027	11CO077	05CO054	05CO050	11CO058	11CO057	09CO022	11CO054	11CO053	11CO052	11CO061	11CO044	05CO045	11CO021	11CO047	11CO022	09CO014	09CO015	09CO018	09CO019
ERLEC1	2.278	1.8639	1.0426	2.2418	1.4699	1.2265	2.2418	1.7485	1.275	0.4751	0	1.3391	1.2869	0	1.0144	1.1635	1.8718	0.7824	0	1.189	0	1.7824	0	1.2141	1.2869	2.1827	1.8359	1.6554	1.7137	1.406	1.1953	1.8115	1.5945	1.8156	0.4542	1.441	0	1.9184	0.0566	1.541	1.7949	1.3561	1.6915	0.696	1.0215	1.4594	0.4542	1.7485	1.3391	0	1.6554	2.0875	1.7181	1.3561	1.2388	2.3923	1.9891	0	1.7225	2.067	1.7991	1.5558	1.4594	1.8359	0	1.4699	1.6182	1.3618	1.9709	0.251	0	0	0	0.0566	1.9184	0	2.4594	0.0841	0	1.4276	0	1.8953	0	1.263	2.067	1.4436	1.2449	2.0635	1.9672	1.4168	1.9964	1.9184	1.9819	1.2327	1.8156	1.8953	1.1827	0	0.0976	0.0566
MRPL39	1.4383	1.8639	1.0426	1.4489	1.9336	1.9373	1.4594	2.0635	2.4699	3.1177	1.1635	1.9298	2.5286	2.0841	2.0635	2.1859	2.2839	2.1827	2.437	2.2296	1.4222	2.5753	3.1391	2.4957	1.9964	2.1827	2.1538	2.5008	1.7137	1.406	1.9336	2.257	0	0	2.0909	1.441	1.9891	0.1506	0.0566	2.211	0	1.6554	0.9561	3.5844	1.9964	1.9298	2.406	1	1.6088	1.4489	2.384	2.3132	1.7181	2.5385	1.2388	2.1342	1.3448	0	2.126	1.4168	2.2898	0.9336	1.4594	1.8359	2.2869	2.5385	2.0356	2.7148	0	0.251	1.4276	1.3219	2.144	0.0566	2.6323	2.5033	2.4594	1.7991	1.406	2.0635	2.8379	1.8953	2.4343	1.263	2.067	2.269	1.9964	1.6088	1.9672	1.844	0	1.9184	1.9819	2.2957	3.1243	1.8953	2.6088	1.7268	0.0976	2.742
TXNDC12	2.0531	2.8934	1.0426	2.5097	2.2418	1.5945	2.9241	2.5777	2.6668	2.511	2.546	1.3391	1.9964	1.4276	1.6229	2.5236	1.2449	0.7824	1.7004	1.189	2.0179	1.3561	2.6645	3.1416	2.257	1.5509	1.4168	1.9146	1.7137	0.9855	2.211	1.8115	1.9964	2.211	2.0909	2.5211	2.4033	1.9184	2.3896	2.211	1.2016	2.4957	1.6915	2.269	1.4168	0.8797	1.4906	1.4168	2.2987	2.5185	1.0356	1.8278	1.1375	1.7824	0	1.5509	2.3923	1.4168	1.7225	1.4168	2.669	1.5558	2.067	0	0.6135	2.5385	2.0356	0	2.3618	0.251	2.0909	2.3377	0	1.6135	1.3391	2.0841	2.067	1.7991	1.406	0	2.266	0.1506	1.3561	0	1.7824	2.269	1.516	1.852	1.6229	2.8934	1.9964	2.5261	1.9819	1.2327	1.189	0	1.8278	1.7268	1.844	2.2928
FN3KRP	1.7824	1.2388	2.1227	2.2418	2.2418	0	0.8718	1.3561	1.9855	2.0635	0	1.9298	2.5286	2.516	2.4209	2.1859	0	2.6668	2.437	1.189	2.0179	0.6781	1.9146	2.1859	1.6915	0	2.1538	1.6554	1.3161	3.3255	1.9336	1.8115	1.9964	2.211	1.4931	1.441	1.3561	0.1506	0.0566	2.6576	1.2016	1.3561	2.1276	1.7004	2.2141	0.8797	1.1309	1.7485	0.2987	1.8074	1.6554	1.8278	1.7181	0.696	2.5945	1.2203	0	2.0531	1.7225	1.4168	1.4383	0	0.0144	2.254	0.6135	2.1309	2.0356	0	1.3561	2.8359	2.0909	2.8972	1.4594	0.0566	1.9184	2.0841	0	1.7991	0	0	1.254	1.8953	0	2.8866	2.067	1.4436	1.2449	1.3391	1.6229	0.7312	1.3448	1.9184	0	1.2327	0	0	1.1827	1.7268	0.0976	1.6135
HSPA6	0.4436	1.8639	2.4489	1.4489	0	1.9373	2.2418	1.7485	0.5945	2.0635	2.2403	1.3391	1.2869	1.4276	1.6229	1.7782	1.8718	1.4168	1.7004	1.189	2.4383	0.6781	1.3161	1.7866	1.6915	1.1827	2.1538	1.3561	1.7137	2.254	1.585	0.263	1.9964	1.8156	0.4542	0	1.9891	2.5692	1.7137	2.211	1.2016	0	0.9561	0.696	1.4168	1.4594	1.1309	1	1.3391	1.4489	2.384	1.2016	2.4141	1.3561	1.2388	1.5509	1.3448	1.4168	2.126	1.4168	1.4383	1.9928	1.4594	2.8237	1.3277	0	1.6182	2.4005	3.1424	2.8359	1.4276	1.3219	2.144	2.9021	2.8718	2.8258	2.7442	1.7991	2.8339	3.0126	3.4529	2.8992	3.3434	1.8934	1.7824	1.4436	0.7908	1.3391	1.6229	0.7312	1.3448	0	1.9819	1.8836	0	1.2388	1.1827	1.7268	1.844	3.3161
TGOLN2	0	0	1.0426	1.9146	0	0.5361	0.8718	0	0	1.8074	1.1635	0	1.9964	2.0841	1.0144	1.1635	0	0.7824	0	1.189	0	2.3477	2.6645	2.9579	1.2869	1.9146	1.4168	0.903	0	0.9855	1.585	1.5211	1.5945	1.2265	1.4931	0	0	1.9184	1.7137	0.0286	1.2016	1.3561	1.3618	1.1763	1.0215	0.8797	1.4906	0.3896	1.6088	1.0841	0	0.546	1.1375	2.0841	1.2388	2.3923	0	1.4168	1.1827	2.5122	1.4383	1.5558	1.4594	1.2388	1.3277	0	1.0215	1.3618	1.3561	0.251	0	1.3219	0	0.0566	2.3161	1.4383	1.4594	0.0841	2.5185	1.4276	1.254	1.8953	2.9505	1.8934	0	1.0976	1.2449	2.266	0.546	0.7312	1.3448	1.4699	0.8718	1.2327	1.8156	1.8953	1.1827	1.7268	0.0976	0.0566
P3H3	1.7824	0	1.7004	1.9146	3.1127	0.5361	0.8718	2.0635	0	0	1.1635	1.9298	0.6041	2.8237	1.0144	2.5236	1.8718	0.7824	1.111	2.546	1.4222	1.3561	0	1.2141	1.2869	1.1827	0.7312	2.319	3.1811	1.7398	1.9336	0	2.3306	1.2265	0	2.0993	0	0.1506	2.3896	0.0286	0	2.126	0.9561	0.696	1.4168	1.9298	0	2.4489	2.2987	1.4489	2.0635	1.5211	2.4141	1.3561	1.2388	1.5509	1.3448	2.7463	1.7225	2.5122	1.0426	1.5558	1.4594	1.2388	2.0197	2.1309	1.6182	0	2.3618	0.251	0	1.3219	2.8718	2.6206	1.9184	1.4383	2.4594	0.0841	0	0	2.266	1.8953	0	2.8866	2.6005	1.4436	0.7908	1.3391	1.2388	1.4168	2.4489	1.4699	1.5008	1.8836	2.8914	0	1.1827	1.1243	1.844	0.0566
NEMF	2.0531	1.2388	1.0426	0	0.8953	1.5945	0	0	0	0	1.1635	1.3391	1.2869	0	0	0	0	1.8278	1.111	0	0	0.6781	2.3248	2.4957	1.2869	1.9146	0	1.3561	2.0426	2.4607	1.585	1.8115	0	0	1.1375	0	1.3561	0.1506	0.0566	0.0286	1.7949	1.6554	0	1.7004	1.7225	1.9298	1.4906	1.4168	1.3391	0	0	1.8278	0	1.7824	0	1.2203	1.3448	0	1.7225	2.067	2.0635	0.9336	0.0144	0	0.6135	0	0	2.7148	1.3561	0.251	0	1.9241	1.4594	0.0566	0	2.5033	0	0.0841	2.0635	0	1.254	0.1506	1.9964	0	1.3561	1.0976	1.2449	1.6088	1.9672	1.4168	0	1.9184	1.5008	1.2327	2.278	1.2388	1.1827	0	1.844	0.0566
MRPL11	1.0704	2.8934	0	2.2418	1.4699	1.9373	0.8718	2.0635	2.4699	1.8074	1.7866	0	0.6041	0	2.0635	1.7782	1.2449	1.8278	2.0909	1.189	1.4222	2.0841	3.1391	2.1859	0	1.1827	1.4168	1.9146	1.7137	2.8074	2.4594	1.5211	2.3306	1.2265	1.8359	0	0	0.1506	0.0566	0.0286	1.2016	1.9146	0.9561	2.991	1.4168	2.5311	2.406	1.7485	0.8953	1.0841	2.384	2.3132	1.1375	3.0479	2.278	2.1342	1.9891	2.0531	1.7225	2.067	2.0635	2.5777	2.067	1.2388	2.2869	0	2.3248	2.4005	1.3561	0.251	2.516	0	2.144	0.0566	2.8718	1.4383	2.067	2.8629	2.5185	2.4594	1.254	1.8953	1.9964	1.8934	1.3561	2.4621	1.2449	0.3896	1.9672	1.844	1.3448	1.9184	1.5008	0	0	0	1.8278	2.1859	1.844	1.6135
CHP1	1.7824	2.2957	2.1227	1.4489	1.9336	1.2265	1.9184	1.7485	1.9855	2.0635	2.2403	2.6112	1.9964	1.4276	1.0144	1.7782	1.2449	2.1827	2.0909	2.546	2.0179	2.3477	1.3161	1.2141	1.9964	2.4114	0.7312	1.6554	1.3161	0.3896	1.585	1.5211	1.5945	1.2265	1.4931	0	1.9891	0.1506	0.0566	1.541	1.7949	2.3219	2.1276	1.1763	1.7225	0.8797	1.1309	1.4168	1.3391	1.8074	2.0635	1.2016	2.6485	2.342	2.5945	2.7312	1.3448	0	1.7225	1.4168	1.7991	2.3045	1.4594	1.2388	1.3277	2.5385	1.6182	1.3618	2.6668	2.211	2.0909	1.9241	1.4594	1.6135	1.9184	2.0841	0	2.4489	2.5185	1.4276	0	2.511	1.3561	1.8934	1.7824	1.4436	1.9964	1.3391	1.2388	1.844	1.9964	1.4699	2.2957	1.8836	1.8156	1.8953	1.1827	1.1243	0.0976	0.0566
SPATA5	1.4383	1.2388	2.1227	0.8718	1.9336	0.5361	0.8718	1.3561	2.251	1.4489	0	0	0.6041	0	0	1.7782	1.2449	0	1.111	1.7991	1.4222	1.7824	1.3161	1.7866	1.6915	1.5509	1.8359	2.1243	1.3161	0	0.516	0.757	1.5945	1.2265	1.4931	1.441	1.3561	1.9184	1.7137	2.9973	2.4699	1.9146	1.3618	0.263	1.0215	0	0.4542	0.3896	1.6088	1.4489	2.384	1.8278	1.1375	2.342	1.2388	2.3923	1.3448	1.4168	1.1827	2.067	1.0426	1.5558	1.4594	1.2388	0.6135	1.4699	1.0215	0	0	0.251	0	0	0	1.6135	1.3391	1.4383	1.4594	0.0841	2.0635	0	1.844	0.1506	1.3561	1.263	2.067	1.4436	2.5423	0.3896	0.546	0	1.3448	0.8953	0	0	0	0	0	0	0.0976	0.0566
C1orf123	2.0531	1.2388	2.7203	2.2418	1.4699	1.2265	2.2418	1.3561	1.6599	1.8074	1.7866	2.319	1.6915	2.0841	2.8992	1.7782	1.8718	1.8278	1.111	2.546	2.7247	2.3477	1.3161	1.7866	2.4725	1.1827	0.7312	1.3561	2.0426	0.9855	1.585	2.257	2.6017	2.742	1.8359	2.0993	1.3561	1.9184	1.7137	1.541	2.1827	2.126	1.6915	1.4222	1.4168	0.8797	2.1342	0.3896	1.6088	1.8074	2.384	1.8278	2.4141	1.7824	1.8679	2.1342	2.3923	1.4168	2.7004	2.5122	2.2898	2.3045	2.4621	2.8237	0.6135	3.0704	2.0356	2.4005	2.3618	2.211	1.4276	2.3377	3.116	2.9021	1.9184	2.0841	2.067	0.0841	1.406	2.0635	2.266	1.8953	1.9964	2.8866	2.3434	1.7866	1.516	1.852	2.2265	2.4542	1.9964	2.254	1.9819	1.8836	1.8156	2.3089	2.269	2.5185	1.844	1.6135
PDK1	2.278	1.8639	2.1227	1.4489	0.8953	0.5361	1.4594	0.6508	0.5945	1.0976	1.1635	1.9298	1.6915	2.516	1.0144	2.1859	2.2839	1.4168	2.0909	1.7991	2.0179	0	0	2.1859	1.2869	2.5945	1.8359	2.1243	1.7137	1.406	0.516	1.5211	1.5945	1.2265	1.1375	1.441	1.3561	0.1506	0.0566	0.0286	1.2016	0.3896	0	1.4222	2.4033	3.1243	1.1309	1.4168	2.2987	2.5185	1.0356	1.8278	1.1375	1.7824	2.278	1.8758	2.3923	1.4168	1.1827	2.067	1.0426	2.3045	0.0144	2.5558	2.5084	0	1.6182	1.3618	1.3561	0.251	1.4276	2.6554	2.144	1.6135	1.3391	0	0	2.4489	2.0635	0	1.254	1.8953	2.7203	2.2839	2.3434	1.4436	1.7866	2.0635	1.2388	1.844	1.3448	0	1.9819	2.2957	2.278	2.3089	2.6088	1.7268	3.009	1.6135
YKT6	2.278	1.2388	1.0426	2.2418	3.1127	1.9373	1.4594	1.7485	2.251	2.2928	2.2403	1.9298	1.9964	2.516	2.4209	2.8053	1.8718	2.6668	2.0909	2.2296	2.0179	0.6781	2.3248	2.1859	0.585	1.5509	2.1538	1.9146	2.0426	1.7398	1.585	2.0531	1.9964	1.2265	0.4542	2.0993	2.4033	1.9184	2.3896	1.541	1.7949	1.9146	2.1276	2.269	2.4033	2.257	1.8639	2.257	0.8953	1.4489	1.6554	1.8278	1.7181	1.3561	2.844	2.3923	1.9891	1.4168	1.7225	1.4168	1.7991	2.3045	2.4621	1.8359	1.3277	2.5385	2.0356	2.4005	0	2.211	2.0909	3.275	2.5656	2.6206	2.3161	2.0841	2.4594	1.7991	1.406	1.4276	2.5753	2.511	2.4343	1.8934	2.067	1.4436	1.2449	0.3896	1.6229	0.7312	1.9964	2.254	2.9891	1.2327	1.8156	1.2388	1.1827	2.7908	2.5509	2.2928
PPP6C	2.6668	1.8639	1.7004	2.5097	2.7334	2.2141	3.1152	2.5777	2.6668	2.2928	2.546	1.9298	2.272	2.0841	2.4209	1.7782	1.2449	2.4489	2.0909	0	2.7247	1.7824	1.9146	1.2141	2.6668	1.9146	1.4168	1.9146	2.0426	2.254	1.9336	2.0531	1.9964	2.742	1.8359	2.0993	2.4033	2.5692	2.3896	2.211	1.7949	2.126	2.1276	1.9298	1.9964	2.257	2.406	2.257	2.4931	2.2957	2.6299	2.6893	2.6485	2.5385	1.2388	2.568	1.3448	2.991	2.4489	2.8053	1.4383	2.8053	2.067	3.0072	2.5084	3.2972	2.3248	3.1811	2.6668	2.8359	2.516	3.1043	3.3248	1.6135	1.9184	1.4383	1.4594	1.7991	0	2.0635	1.254	0.1506	1.3561	1.263	1.7824	2.269	1.7866	2.266	0.546	2.1827	3.0505	0.8953	2.2957	3.111	2.278	2.8992	2.862	2.5185	2.5509	1.6135
CPSF7	2.278	1.8639	2.1227	0	1.4699	1.2265	2.2418	2.5777	2.4699	2.2928	2.8298	1.9298	2.9107	2.8237	2.8992	1.7782	2.2839	2.1827	2.437	2.546	2.0179	2.0841	2.3248	2.1859	2.257	2.1827	2.86	2.6622	2.0426	2.8074	2.846	2.6206	2.3306	2.5033	1.1375	2.0993	1.9891	2.5692	2.8298	2.6576	2.4699	2.126	2.6645	2.269	1.9964	2.9616	3.1285	2.9855	1.8953	2.6893	2.0635	1.8278	1.7181	2.0841	2.278	1.5509	2.3923	2.7463	2.126	1.4168	2.4957	2.8053	2.9928	2.8237	2.0197	2.5385	2.3248	1.9891	2.6668	2.211	3.4423	2.3377	2.144	2.6206	2.6323	2.0841	2.4594	1.7991	2.5185	0	2.8379	0.1506	3.3434	1.8934	2.3434	2.6415	1.7866	2.266	2.6645	1.844	2.7981	2.9411	1.5008	2.6276	2.6346	2.3089	2.862	2.5185	2.5509	1.6135
FAM98A	1.7824	1.2388	0	1.9146	1.4699	1.5945	1.4594	1.3561	1.275	1.8074	1.7866	1.3391	1.9964	2.516	1.6229	2.5236	1.8718	2.1827	2.437	1.7991	1.4222	1.7824	2.3248	1.2141	2.257	1.1827	1.8359	1.3561	1.7137	0.3896	0.516	1.2388	1.5945	1.2265	1.4931	1.441	1.9891	1.9184	0.0566	1.541	1.7949	1.3561	2.1276	1.4222	2.4033	2.257	2.6229	1.4168	1.8953	0.4542	1.0356	2.0875	2.1043	2.0841	1.8679	2.1342	0	2.4489	1.1827	1.4168	2.0635	0.9336	1.4594	1.8359	1.7004	2.1309	1.6182	2.4005	1.9709	0.251	0	1.9241	1.4594	2.2234	1.3391	2.5033	1.4594	2.4489	2.5185	2.4594	1.844	2.8992	2.4343	1.263	2.3434	1.4436	1.2449	1.852	1.2388	2.4542	1.3448	1.9184	1.9819	1.2327	2.278	1.2388	1.1827	1.1243	0.0976	1.6135
NHP2	1.4383	2.8934	2.4489	0.8718	1.4699	1.9373	1.4594	0.6508	1.6599	1.8074	2.2403	1.9298	2.272	2.516	2.0635	2.5236	1.8718	1.8278	2.437	2.2296	2.0179	1.3561	1.9146	1.2141	1.2869	1.5509	1.8359	0.903	1.7137	1.406	2.211	2.0531	1.5945	1.8156	2.3132	2.5211	2.9477	2.5692	2.8298	2.6576	1.7949	1.3561	1.6915	2.0942	1.7225	1.9298	2.1342	1.4168	1.3391	1.8074	1.6554	1.5211	2.1043	1.3561	2.5945	1.8758	1.9891	2.4489	2.7004	2.067	2.4957	1.5558	2.4621	2.254	2.2869	2.5385	2.0356	2.4005	1.9709	2.211	2.516	2.3377	2.144	2.2234	2.8718	3.0635	2.9873	3.1457	3.0772	2.4594	3.0626	2.511	2.9505	2.6264	2.067	2.4621	1.9964	2.266	2.2265	2.4542	2.7981	2.5261	2.5583	1.8836	2.8914	2.8992	2.6088	2.5185	1.844	3.5509
RPF2	1.4383	1.8639	2.1227	1.4489	2.2418	1.5945	1.9184	2.0635	2.251	1.0976	1.7866	2.319	2.272	1.4276	1.0144	0	1.2449	1.8278	2.0909	1.7991	2.7247	1.7824	2.6645	0	1.9964	2.4114	1.8359	1.9146	1.7137	2.254	1.9336	2.0531	1.9964	1.2265	2.0909	2.0993	1.9891	0.1506	1.7137	2.6576	1.2016	1.3561	1.9336	2.4436	2.4033	1.4594	2.1342	1	2.1177	2.0635	2.384	1.8278	2.4141	1.7824	1.2388	1.8758	0	1.4168	2.126	0	1.0426	1.5558	0.0144	1.8359	1.3277	0	1.6182	1.9891	1.9709	0.251	0	1.3219	0	1.6135	1.9184	1.4383	2.7442	2.8629	2.5185	2.0635	1.844	0.1506	1.9964	1.263	1.3561	3.257	1.516	2.0635	2.2265	1.844	1.3448	0	1.5008	1.8836	1.8156	1.2388	1.8278	1.7268	0.0976	2.2928
NUBPL	1.0704	2.6346	1.0426	0	1.4699	1.5945	0	0.6508	0	0.4751	1.1635	1.3391	1.6915	2.516	1.6229	2.5236	2.2839	2.4489	2.6826	2.2296	1.4222	2.3477	2.6645	1.7866	0	2.7698	1.4168	0.3505	0	2.0179	1.1953	1.5211	2.6017	2.211	2.3132	0	2.4033	0.1506	2.3896	0.0286	1.2016	1.3561	0	2.4436	1.0215	1.9298	1.1309	1.7485	1.6088	2.0635	1.6554	1.2016	2.1043	1.7824	2.278	1.8758	1.9891	1.4168	2.126	1.4168	1.7991	0.9336	2.067	1.2388	1.3277	1.4699	1.6182	2.4005	0	2.8359	1.4276	0	0	0.0566	2.3161	2.0841	1.4594	2.4489	2.0635	1.4276	1.844	1.8953	1.9964	2.2839	1.3561	2.6415	1.9964	2.0635	1.2388	0.7312	1.3448	1.9184	0.8718	1.2327	1.189	1.8953	1.8278	2.7908	2.5509	2.742
TMEM63A	1.0704	0	1.7004	1.9146	0.8953	2.2141	0.8718	0.6508	0.5945	1.0976	1.1635	0	0.6041	0	1.6229	1.1635	1.2449	1.4168	1.111	1.189	1.4222	0.6781	1.3161	0	1.2869	0	0.7312	2.1243	0.585	0.3896	1.585	1.2388	1.9964	1.2265	1.8359	2.0993	1.9891	1.9184	2.8298	2.6576	0	1.3561	0.9561	2.0942	1.9964	0.8797	2.1342	0.3896	0.8953	1.4489	0	1.5211	1.1375	0.696	0	0	1.3448	1.4168	1.1827	0	1.4383	0.9336	1.4594	0	0.6135	1.4699	0	0	0	0.251	0	1.3219	1.4594	0.0566	1.9184	1.4383	1.4594	0.0841	2.0635	2.0635	0	2.511	1.9964	1.8934	1.3561	1.4436	1.9964	1.852	0.546	1.4168	1.3448	0.8953	1.5008	2.8875	2.278	1.8953	1.8278	1.7268	0.0976	0.0566
ABHD14B	3.0054	3.4874	2.1227	2.5097	3.1127	1.9373	2.2418	2.797	3.1595	2.8359	3.0312	2.319	2.272	2.516	2.4209	2.5236	2.2839	1.8278	2.6826	1.7991	2.4383	2.3477	3.5286	2.9579	2.6668	2.5945	2.6508	2.319	1.7137	2.0179	2.211	2.0531	1.0072	2.5033	2.0909	2.844	2.9477	2.9819	0.0566	2.6576	2.1827	1.9146	1.3618	1.7004	1.0215	2.257	0.4542	1.4168	0.8953	2.0635	2.6299	2.844	2.6485	1.7824	3.2373	2.568	2.6668	2.0531	1.7225	0	2.2898	1.9928	2.7677	1.2388	1.3277	2.5385	3.1391	1.9891	2.3618	2.211	2.0909	2.6554	1.4594	2.6206	0	0	1.4594	1.7991	1.406	2.0635	0	1.8953	1.3561	1.8934	1.3561	1.4436	1.2449	2.0635	1.6229	1.844	3.0505	2.7398	1.5008	2.2957	2.278	1.8953	0	1.7268	0.0976	2.742
PEA15	1.4383	0	2.1227	0.8718	3.1127	1.2265	2.2418	1.3561	2.251	1.4489	1.1635	1.9298	1.2869	1.4276	2.0635	1.1635	0	0	0	2.2296	3.157	2.3477	2.3248	1.7866	0.585	0	0.7312	1.6554	1.7137	0	1.585	1.2388	1.5945	2.742	2.3132	0	0	0.1506	0.0566	0.0286	2.7181	1.6554	0	0.263	1.7225	1.4594	0	1	1.6088	0.4542	2.8339	2.3132	2.6485	2.342	1.2388	1.5509	1.9891	2.7463	1.7225	2.067	2.0635	1.9928	2.067	1.2388	1.3277	2.1309	2.3248	1.3618	2.9241	2.8359	1.4276	1.9241	0	3.1635	1.9184	2.5033	2.4594	1.7991	1.406	2.0635	1.844	2.511	0	2.2839	2.067	1.7866	0.7908	0.903	2.2265	2.4542	2.4489	2.254	1.9819	0	0	1.2388	0	2.1859	2.5509	2.2928
WDR74	0.4436	1.8639	0	0.8718	0	1.9373	0.8718	2.3533	0.5945	1.4489	1.1635	1.3391	1.6915	1.4276	1.6229	2.1859	1.2449	2.4489	2.0909	0	1.4222	2.3477	1.3161	0	1.6915	1.5509	1.4168	0.3505	0.585	2.4607	1.585	1.5211	1.5945	1.2265	1.1375	0	1.3561	0.1506	1.7137	1.541	0	0.3896	0.9561	1.9298	1.0215	2.257	2.8074	1.7485	1.3391	0.4542	1.6554	1.5211	0	0.696	0	0.5558	0	0	0	0	1.0426	0.9336	0.0144	0	1.3277	0	0	0	0	0.251	2.0909	0	0	0.0566	1.3391	0	0	1.7991	0	0	1.844	0.1506	0	1.263	0	1.4436	1.516	0.3896	1.6229	1.4168	1.9964	0	0.8718	0	1.8156	1.8953	1.1827	0	1.844	0.0566
FAM114A2	1.7824	1.8639	1.7004	0.8718	1.9336	0	0.8718	0	0	0.4751	0	1.9298	0	0	1.0144	1.1635	0	0	0	2.2296	2.0179	0.6781	1.9146	1.7866	1.6915	1.1827	0.7312	1.9146	2.7312	1.406	0.516	1.5211	1.0072	1.8156	1.1375	2.5211	1.3561	0.1506	0.0566	0.0286	1.7949	1.3561	0.9561	1.1763	0.4222	0	0.4542	1.4168	0.8953	1.0841	0	1.8278	1.1375	0.696	1.2388	0.5558	1.3448	2.0531	1.1827	1.4168	1.7991	0.9336	1.4594	1.8359	0	1.4699	1.0215	0	1.3561	0.251	0	1.3219	0	1.6135	1.3391	1.4383	1.4594	1.7991	0	0	1.254	1.8953	0	1.263	2.067	1.4436	1.7866	1.6088	0.546	1.4168	1.3448	1.9184	1.5008	1.2327	1.189	0	1.8278	1.1243	1.844	1.6135
IRF2BP1	0.4436	1.8639	1.0426	0.8718	0.8953	0	1.4594	1.7485	0.5945	1.0976	1.1635	0	1.2869	0	1.0144	0	0	0	1.111	1.189	0	2.0841	0	0	0.585	0.4854	2.4303	1.3561	1.3161	1.7398	1.1953	1.2388	1.5945	0	1.8359	0	1.9891	1.9184	2.3896	2.6576	1.7949	1.3561	2.1276	0.696	0.4222	0.8797	1.4906	1.7485	0.2987	2.0635	1.0356	0.546	1.1375	0	0	1.2203	1.9891	0	1.1827	0	2.0635	0.9336	1.4594	0	1.3277	1.4699	1.6182	1.3618	0	0.251	2.0909	1.3219	1.4594	0.0566	0	1.4383	2.4594	2.4489	2.0635	1.4276	0	1.8953	1.9964	1.8934	0.6508	1.7866	1.2449	1.6088	1.9672	1.4168	0	2.5261	1.5008	1.8836	1.8156	1.2388	1.8278	1.7268	0.0976	1.6135
ADH1C	3.0054	0	3.1538	1.9146	0	1.9373	2.7181	2.3533	2.4699	3.3547	2.546	0	1.6915	1.4276	0	2.8053	1.8718	0	0	2.2296	0	0	3.7981	2.742	0	4.7203	3.4588	0.3505	3.0479	0.9855	0.516	1.2388	2.6017	3.1408	0.4542	0	0	1.9184	0.0566	1.541	2.4699	0	0	0	3.0054	0	1.1309	1.7485	2.4931	0	1.0356	0.546	2.4141	2.0841	3.2373	0	0	3.3618	0	3.251	0	2.8053	0.0144	3.3377	2.0197	0	2.8053	1.9891	1.9709	2.8359	0	0	1.4594	1.6135	0	2.5033	1.4594	0.0841	2.8339	2.0635	2.5753	0.1506	1.3561	1.8934	1.3561	0.4542	0.2987	0	1.6229	0	2.4489	0	0.8718	0	0	0	0	1.1243	0.0976	0.0566
PSMB5	1.7824	3.2972	0	2.5097	1.4699	2.2141	0	2.0635	2.6668	1.4489	1.1635	2.844	2.272	3.2675	3.0925	3.0144	1.8718	1.4168	1.7004	1.189	2.0179	1.3561	1.3161	1.2141	0.585	1.1827	0	0.3505	2.3045	2.0179	1.9336	1.5211	1.0072	1.2265	2.3132	0	1.3561	0.1506	0.0566	0.0286	2.1827	2.6576	2.516	2.85	0.4222	2.5311	2.9745	0.3896	0.8953	2.0635	0	1.5211	1.7181	2.8895	1.8679	2.1342	2.6668	2.0531	2.7004	1.4168	0.4436	0.9336	0.0144	0	2.2869	0	1.0215	2.7148	0	0.251	1.4276	2.6554	2.144	2.2234	0	1.4383	2.7442	1.7991	0	0	1.254	1.8953	0	1.8934	2.6005	1.4436	0	0	1.6229	2.4542	2.7981	0.8953	0.8718	1.8836	0	1.8953	2.269	2.5185	1.844	2.2928
STX4	1.0704	2.2957	2.1227	0	0	1.9373	0	0.6508	1.6599	1.0976	1.1635	0	0.6041	1.4276	1.0144	1.7782	1.2449	0.7824	0	1.189	0	1.7824	2.6645	2.1859	0.585	1.1827	1.4168	0	0	0.9855	0.516	0.757	1.0072	1.2265	1.8359	0	0	0.1506	2.3896	1.541	0	0.3896	0.9561	2.4436	1.9964	1.9298	1.8639	1.4168	1.3391	1.0841	1.6554	1.5211	2.4141	2.0841	1.2388	1.8758	2.3923	2.0531	2.126	0	2.4957	0.9336	1.4594	2.254	1.3277	2.1309	2.0356	1.9891	2.3618	2.8359	1.4276	1.3219	1.4594	1.6135	2.6323	2.5033	2.067	0.0841	1.406	2.4594	2.266	0.1506	1.9964	1.8934	1.3561	2.0426	2.3923	2.266	2.6645	1.844	1.3448	0	1.5008	1.2327	2.278	1.8953	1.8278	1.7268	0.0976	1.6135
