attrib_name	01CO006	01CO008	05CO004	05CO006	05CO007	05CO011	05CO015	05CO020	05CO028	05CO029	05CO032	05CO033	06CO001	06CO002	09CO005	09CO006	09CO008	14CO001	14CO002	20CO001	20CO003	05CO002	01CO005	01CO001	05CO003	05CO049	22CO004	05CO037	11CO033	20CO006	11CO043	20CO007	11CO042	11CO032	16CO002	11CO018	16CO006	11CO031	09CO011	05CO039	21CO006	05CO034	01CO022	20CO004	05CO048	09CO013	21CO007	15CO002	11CO062	05CO035	16CO003	11CO019	11CO030	01CO019	11CO005	01CO015	15CO001	11CO048	13CO001	27CO004	11CO010	05CO041	11CO020	11CO007	05CO026	11CO045	16CO011	14CO005	22CO006	11CO037	14CO003	05CO044	11CO036	11CO008	11CO060	11CO039	11CO070	11CO079	05CO053	11CO072	11CO027	11CO077	05CO054	05CO050	11CO058	11CO057	09CO022	11CO054	11CO053	11CO052	11CO061	11CO044	05CO045	11CO021	11CO047	11CO022	09CO014	09CO015	09CO018	09CO019
CLTC	6.9824	6.8265	6.8949	6.5529	6.8949	6.4755	6.7731	6.6959	6.8603	7.0332	6.6959	6.3876	6.8435	6.6219	6.8603	6.6439	6.9824	6.6833	6.7561	6.5433	6.3876	6.4755	6.9403	6.5433	6.4622	6.8603	6.8265	6.6329	6.3665	6.6574	6.3876	6.8603	6.4197	6.2619	6.3341	6.6439	6.5336	6.7899	7.133	7.2225	6.0937	6.4197	6.2726	6.8949	6.4197	6.3776	6.5749	6.4413	6.3876	6.5639	6.2726	6.7272	6.5749	6.6439	6.5336	6.8603	7.0332	6.6329	6.3447	6.5219	6.3776	6.8949	6.8083	6.5102	6.7899	6.5336	6.3776	6.5102	6.6329	5.9651	6.5219	6.6219	6.598	6.6219	6.4413	6.5102	6.5336	6.3665	6.4886	6.6574	6.3341	6.2026	6.5336	6.6329	6.3447	6.6219	7.008	6.6959	6.3975	6.4755	6.5529	6.5219	6.5529	6.5433	6.6707	6.598	6.4886	6.9403	6.6959	6.9824
FLNC	6.0618	2.2957	5.6686	5.1703	6.5749	6.3975	4.4538	5.6738	3.5286	4.7252	4.0391	6.3341	6.3055	7.0592	6.2026	5.4423	5.5607	6.0772	4.4647	6.8265	7.7023	6.0618	4.1432	4.5084	4.6363	4.9676	5.0043	4.774	6.8265	3.5521	5.8412	4.7065	7.4886	7.5941	7.3235	5.0405	5.3477	6.1654	4.1886	1.541	7.364	6.8949	2.9136	4.0858	6.6959	4.8987	6.1491	6.8949	6.1934	7.0848	7.2551	5.0405	6.3975	7.0848	7.4886	4.6311	7.2551	7.1891	7.0848	5.7554	7.2551	4.4172	6.3055	6.1412	5.0405	7.0848	6.7899	6.8265	6.598	7.7023	3.9709	4.9227	5.5105	6.6833	3.9773	7.1891	4.7442	7.0332	4.3723	3.8777	7.2897	5.8924	1.9964	6.0396	7.2551	5.0894	4.0479	4.5008	7.4034	6.1318	6.9403	5.6082	6.5529	5.1775	4.6118	6.047	7.1891	5.8546	3.3377	5.6179
EPPK1	5.943	6.2619	3.8207	6.0333	4.7803	5.8605	4.7892	5.5014	6.5336	5.8787	4.9453	5.6082	5.128	5.3695	5.4311	5.5154	5.2252	4.5211	6.1318	4.4919	3.9873	4.6633	4.9298	6.0196	4.8625	6.0396	6.1412	6.0772	4.6733	7.3235	4.925	5.5229	5.6633	4.9841	6.5865	4.9676	6.1654	5.7942	5.0043	6.0691	4.8938	6.2726	5.7663	5.2273	5.9586	5.128	5.0815	4.4731	5.8709	5.5105	5.3234	5.5281	5.3519	5.9057	5.7367	5.8657	5.8009	5.0687	4.8924	5.2302	5.2449	6.0691	4.4236	4.4406	5.6054	4.9882	5.5977	5.8412	4.6185	4.8565	6.4197	5.0764	5.0955	4.7793	5.6026	6.1836	5.0023	4.6687	6.1836	4.319	5.2683	3.6323	6.1491	4.9882	5.8866	6.5219	5.8546	5.7312	5.2876	5.1363	4.4289	5.484	3.7544	4.9006	4.6118	5.7766	4.3052	5.2008	4.4114	4.6296
TNC	6.2955	4.4561	6.2619	6.102	5.9782	6.7899	6.6329	6.5102	5.6496	5.0228	6.6219	6.7272	6.7116	7.133	6.2955	6.9615	6.6219	6.3341	6.2118	7.0592	7.0848	6.7731	4.8542	4.06	6.1412	5.3163	4.6837	6.4994	6.7561	5.1659	6.4994	5.3434	6.5749	6.7899	6.8603	6.2841	6.0937	7.2551	5.6738	4.3653	6.4886	6.7561	5.6686	4.8542	7.4034	6.0618	5.7423	7.0332	6.9824	7.133	7.1891	6.2726	7.2551	6.7417	6.598	5.5738	6.6959	6.8265	6.598	6.8083	6.8265	6.4622	6.7417	6.6959	6.0937	6.8603	5.7489	6.8603	6.8949	6.6833	6.2955	6.8603	6.1318	6.9403	5.9586	6.7561	6.027	6.6219	6.0396	5.8175	7.1091	6.4413	4.4219	6.7731	7.133	6.5865	5.2774	6.2026	6.8265	6.4413	7.133	6.5529	6.3154	6.2118	5.9782	5.6276	6.9403	6.7561	5.8709	5.2954
LRPPRC	5.8709	6.4886	6.8265	5.782	5.7096	6.61	6.0196	6.3553	6.5529	6.4197	5.9057	5.5546	6.8435	5.8605	5.9586	6.5749	6.0937	6.6439	7.2551	5.6785	5.1944	6.1318	7.5941	6.6574	6.0396	6.4413	6.7272	5.8487	5.8336	6.5336	6.3055	6.8083	6.1654	5.7035	6.2512	5.2774	5.8285	5.3653	5.8487	6.598	5.0607	6.4622	5.943	7.0332	5.9586	6.4305	6.4994	6.2421	6.157	6.5102	5.8982	6.3154	6.3341	6.1412	5.6026	6.3975	5.9715	5.5886	5.8009	5.6395	6.6329	6.2619	5.4158	6.0853	6.5639	5.4656	6.3055	5.8232	4.7323	5.1944	6.1737	5.9279	5.5105	5.9205	6.3248	6.0853	5.8546	6.3341	5.9916	6.5336	6.2841	5.6974	6.7731	5.9848	5.782	6.5219	6.8777	6.6329	6.3248	6.0853	5.7766	6.3447	6.2118	6.0853	6.7417	6.7417	6.4197	6.5529	5.9279	6.7899
NUMA1	5.2915	5.4158	5.7206	4.4822	5.7663	5.0507	4.7442	4.8505	4.888	5.6336	4.3889	4.5084	5.3163	4.2384	5.5229	5.025	6.4622	4.9982	4.9725	4.6792	5.0955	4.5564	4.1432	2.742	5.2071	5.6686	5.4214	5.6738	5.1048	5.2954	5.4128	5.8117	4.7404	4.7181	5.7206	4.5173	4.9355	3.5348	4.7082	5.0815	4.7766	4.9298	5.8232	6.0618	5.5154	5.3959	5.8657	5.9355	5.5395	5.3434	4.8565	5.4578	4.8048	5.0281	4.3653	5.8063	4.6363	4.9425	4.7703	5.1127	6.1737	5.1703	4.9635	5.204	5.6831	4.9882	5.3234	4.6352	5.0475	2.211	5.7489	4.7082	4.7442	4.0045	5.9279	5.4055	4.8664	5.0157	4.8664	4.7803	5.4012	4.9181	5.4746	5.1393	5.2915	5.1363	5.9586	5.9131	5.7942	4.8263	4.5251	4.8156	4.6772	5.1775	5.0108	5.7766	5.4012	5.0206	5.3556	4.9006
RNF213	5.3556	3.2972	4.6331	4.6713	4.2998	5.2483	5.7554	5.3163	4.4446	5.7554	5.0575	5.1944	5.4799	3.757	3.7495	4.2388	4.7942	5.3027	5.6446	4.5711	4.6118	4.9819	4.8542	3.8777	4.6837	5.5192	4.8659	4.843	4.9507	2.6485	5.1839	5.2743	4.4653	4.3785	4.1906	4.7252	4.9355	4.9635	4.4172	4.3653	3.441	5.233	3.5198	5.2555	5.8285	5.223	4.5838	5.2449	5.2555	4.1886	5.0894	5.2008	4.3844	4.0224	3.3854	5.4535	3.5638	4.8359	4.6591	4.1938	5.484	5.8787	4.0365	4.8455	5.2008	4.8232	4.4289	3.5198	5.488	2.8359	5.7489	3.6971	5.7554	2.9021	5.0405	3.0635	4.6363	3.3799	4.1914	5.8175	4.3771	4.3844	5.0687	4.7942	4.0347	5.0043	5.8787	6.3154	4.6479	5.4692	5.1048	5.6336	5.6131	4.1342	4.7315	3.8017	5.128	4.6531	5.3556	3.7458
GCN1	6.1491	6.5639	6.2118	5.484	6.2955	5.9586	5.6496	5.9131	5.9715	5.5154	4.7803	5.025	6.1122	4.7029	5.2954	5.7874	5.9279	5.5229	6.047	5.8336	4.7159	5.6026	5.2071	5.8924	5.4158	6.1836	6.4622	5.8232	6.0196	5.6785	6.0544	6.5102	5.5457	5.3284	5.5281	6.2841	5.7312	5.4353	5.8009	6.0691	5.0607	6.0396	5.9057	6.5433	5.5738	5.943	6.0053	5.7259	6.2955	5.6831	5.128	5.7942	5.2876	5.7151	5.1977	5.7554	5.5192	5.3027	5.6026	5.2774	5.7609	6.0053	5.5056	5.9279	6.4755	5.7096	5.6903	5.2743	5.4311	4.288	5.9586	5.4578	5.6082	5.6633	5.4128	5.0374	5.6276	5.1681	5.5501	5.4423	5.3477	5.0764	5.6903	5.8009	5.5546	6.0618	6.1412	5.8924	5.7715	5.8982	5.8117	5.6686	5.4578	5.1048	5.782	5.943	5.2483	5.6054	5.4353	5.191
TF	6.4994	5.9508	6.6439	6.7417	2.9449	6.1836	6.5865	6.6707	6.1318	6.6219	6.4305	6.6707	6.5433	6.8603	5.1839	6.233	6.7116	6.8949	6.2955	6.6439	6.5433	6.6219	6.5865	6.1318	6.6833	6.3776	6.2726	6.4197	6.598	6.5639	7.4886	6.5639	6.7899	6.6439	6.8949	6.4622	6.8265	6.8265	6.8777	6.3776	6.6329	6.6219	7.9645	6.102	6.8083	6.7417	6.4622	6.6439	6.2726	6.7272	6.6439	6.0196	6.6707	5.8546	6.2118	6.4994	6.4994	6.6329	6.8603	6.2726	6.233	6.1934	6.6959	6.9824	6.8265	7.0332	7.2897	6.7561	6.6707	6.9403	6.5219	6.102	7.364	7.0848	6.4886	6.4886	6.4755	6.7272	6.2421	6.7417	6.3154	7.0848	6.102	7.0848	7.0848	6.7899	6.7731	6.8435	6.6439	6.9824	7.0332	7.4034	7.133	6.9824	6.6439	6.2512	6.6439	6.61	6.6959	6.7116
HSPD1	6.5336	6.7417	7.4034	6.6219	6.4518	7.2551	7.133	7.1891	7.0848	7.133	6.6219	6.1737	7.9645	6.5336	6.7272	6.7731	6.9403	7.8071	7.9645	6.027	6.3447	7.5941	8.4007	7.1891	6.6833	7.008	7.8071	6.6833	6.4886	7.7023	6.598	7.0848	6.598	6.3447	6.6833	6.7899	7.1891	6.7116	7.8879	7.364	5.6974	6.9824	6.6439	8.1871	6.8777	7.8071	7.133	6.7561	6.598	7.3235	6.6707	7.0332	7.0332	7.2225	6.157	7.5941	6.598	5.9916	7.0332	6.8603	7.1613	7.133	7.1091	6.8603	7.133	6.4413	6.9824	6.9615	6.2118	5.8063	7.3235	6.8265	6.6574	6.3876	7.1891	7.0332	6.8265	7.0848	6.9403	7.3235	7.0332	6.6439	7.4034	6.8265	6.1122	7.4034	7.7023	7.2551	7.133	6.6959	5.9715	7.0848	6.9615	6.5749	7.4466	7.4886	6.8603	7.7557	6.5529	7.7023
ACTN4	6.3248	7.2897	6.7899	6.1412	5.8175	6.5433	6.3776	6.2955	6.598	6.7272	6.2726	6.3055	6.6329	6.4622	6.6219	6.4197	6.5639	6.2225	6.7272	6.2619	6.5433	6.9403	6.2841	6.9824	6.3447	6.5102	6.8265	6.2118	6.1223	6.6574	6.3553	6.9178	6.3876	6.7272	6.7561	6.5529	6.8777	6.1122	6.8777	6.5336	6.233	6.7899	6.4518	6.61	6.2512	6.7899	6.7272	6.4086	6.3154	6.4886	6.5529	6.9178	6.5529	6.5219	6.3876	6.8265	6.4994	6.3055	6.8949	6.4886	7.0332	6.6574	6.9615	6.1737	7.2551	6.6707	6.7417	6.3154	6.7417	6.2512	6.3341	6.4305	6.3975	6.5102	6.6574	6.3248	6.5639	6.6574	6.7272	6.3553	6.4994	6.6439	6.9824	6.5336	6.5639	6.7561	6.8777	6.2512	6.3665	6.5749	6.4622	6.2512	6.7116	6.4413	6.2512	6.6959	6.5865	6.4994	6.5529	6.6329
DES	6.7272	3.6559	5.4388	5.2196	0	7.0332	5.1027	6.598	4.332	4.1914	4.3248	7.4034	6.1654	7.3235	6.2026	5.0815	4.3561	6.8603	4.4647	7.0592	7.8071	6.4755	3.5286	4.435	4.1235	5.0374	5.2954	3.4621	7.133	3.8022	5.9131	4.0365	7.8071	8.1871	7.4886	5.3334	6.9824	7.3235	4.6427	0.0286	7.9645	7.0848	2.6645	2.0942	7.4886	5.128	5.5977	7.2551	6.7561	7.4034	7.9645	5.1568	6.9615	7.9645	7.9645	2.8972	7.9645	7.9645	7.8071	7.4034	7.5941	5.1048	7.7023	7.133	4.7703	7.5941	7.8879	7.4034	7.4886	8.1871	5.7035	4.9227	4.14	7.133	3.9773	7.9645	4.5711	7.9645	4.8664	4.0014	8.1871	6.7899	3.8953	6.5639	7.4886	4.8094	3.9069	4.4323	7.7557	6.027	7.2225	5.5229	7.2551	3.6229	4.6118	7.3235	7.3235	3.0321	1.844	4.8125
ACTN1	5.7554	5.4158	5.8063	5.782	5.087	6.0053	5.5791	6.0121	5.6831	5.4621	6.0772	6.2512	5.8009	6.4086	6.0121	5.7874	5.8412	6.0396	5.2302	6.4518	6.8603	6.1654	5.382	5.2273	5.9279	5.3695	4.8659	5.7609	6.1836	5.2161	5.8866	5.4158	6.4755	6.598	6.2225	5.9916	6.1934	5.7151	5.4927	5.3384	6.598	6.2421	5.6054	5.8657	5.9586	5.8709	5.8657	6.2726	5.9848	6.4518	6.6959	6.2512	6.2955	6.5865	6.598	5.8924	6.3975	6.6959	6.6439	7.008	6.2026	5.7423	6.5639	5.8232	5.8866	6.61	6.3553	6.1318	6.3248	6.8265	5.1006	5.8982	6.0772	6.3248	5.9916	6.4518	6.1491	6.1836	5.4746	5.7663	6.3776	6.1122	5.3778	5.9848	6.3776	5.9715	5.2774	5.5886	6.4518	6.0853	6.1318	5.8336	6.0937	6.0853	5.8285	5.943	6.2841	5.6054	5.9279	5.7367
KRT18	5.7554	6.3665	5.8546	5.6228	5.6054	6.0618	6.6707	6.0691	6.5102	5.8285	5.7766	6.4994	5.9131	6.047	6.4755	6.157	5.8412	5.8866	5.6026	5.0894	5.0955	7.0332	5.943	6.5749	6.2026	6.0772	6.2726	6.0121	5.4269	6.1122	5.4535	5.8487	5.7206	5.7609	5.9508	6.0853	7.3235	5.5928	6.9403	6.7561	4.9584	6.6959	6.0853	5.9848	5.5154	6.3055	6.1491	5.0405	6.598	5.8232	5.9848	6.9824	5.3212	6.027	5.7367	6.7561	6.2512	5.4692	6.4994	6.3876	5.943	7.0332	6.8083	5.4927	6.5102	5.9916	6.4413	6.3665	6.4994	4.532	6.7272	6.1491	5.7874	7.4034	6.0691	6.0853	6.2421	6.1223	6.5102	6.6959	5.9586	5.1363	6.8949	5.5668	5.7151	6.3248	6.3975	5.7609	5.488	6.0396	5.7423	5.7942	5.8063	5.4799	5.4158	5.4269	6.0772	5.9782	5.5886	6.2619
UBR4	5.2161	5.1006	5.1445	4.7323	5.4353	4.8775	4.6363	5.3163	4.916	4.6548	4.5097	4.1739	5.3163	4.2384	4.5723	4.1691	4.3561	4.5838	4.7323	4.5711	3.9873	4.8094	4.3248	4.435	5.025	5.2483	5.2008	5.5703	5.3027	4.7618	5.2273	5.3163	4.288	4.6282	5.204	5.5229	4.272	4.578	5.0687	4.9319	4.2346	5.4055	5.4799	5.6082	4.7203	4.9397	5.2449	5.2071	5.3519	5.0917	4.3813	5.0023	4.3391	4.9038	4.441	5.2161	4.6859	4.477	4.2806	4.4673	5.0475	5.3027	4.0365	4.99	4.905	4.0241	4.8222	4.4406	4.5503	3.251	3.9709	5.2161	4.6826	4.3406	3.7677	4.106	4.489	4.3618	3.4634	4.225	4.5823	2.511	4.488	4.2269	4.9982	5.1363	5.7367	5.4388	4.5423	4.3576	4.1942	4.6296	4.6017	5.4158	4.5441	4.5404	4.2063	4.7252	4.7703	4.3448
EEF2	6.6219	7.1613	7.133	6.4755	6.7272	6.4755	6.6959	6.5749	6.8265	6.8435	6.8949	6.3553	6.4886	5.9508	6.6219	6.61	6.6439	6.0772	6.5529	6.3248	5.8709	6.3665	6.7561	6.4994	6.3154	7.008	7.4034	6.5639	6.2955	6.8435	6.3055	7.2551	6.2026	6.102	6.3665	6.7899	6.9403	6.9403	7.4886	7.5941	5.8605	6.4994	6.5336	6.6707	6.5219	6.6439	6.7899	6.4886	6.6959	6.4518	6.5336	6.6959	6.6439	6.9824	5.9131	6.9403	7.133	6.5865	6.7561	6.5219	6.598	7.2897	6.2512	6.6219	6.7272	6.2955	6.4886	6.5529	6.5529	5.8982	6.8949	6.4755	6.6219	6.2512	6.8265	6.5433	6.6439	5.9782	6.7272	6.5529	6.5865	5.6228	6.6833	6.4994	6.4305	6.6833	7.3235	6.6707	6.4518	6.2955	6.0691	6.1737	6.0396	5.9131	6.3341	6.4886	5.7489	6.4518	6.4413	6.1654
FGA	4.9026	4.8987	5.4388	5.8657	0.8953	5.7663	7.4034	5.3163	4.6094	5.0228	6.1836	6.9615	5.0917	6.2955	4.9319	5.488	5.4479	6.6219	4.7323	5.4128	5.8709	5.1807	5.5105	5.9715	7.9645	5.1839	4.6165	6.7731	7.0332	5.6633	6.7899	4.6156	6.2421	6.102	6.1223	6.8603	6.2421	5.8982	5.3384	4.6363	6.6707	5.4535	6.9824	4.6165	6.1122	6.7417	6.3447	5.8175	6.1737	6.1737	5.2418	6.047	7.0848	5.1875	6.4305	5.5501	5.4012	6.1491	5.4799	6.4413	6.1223	4.7814	6.0333	7.5423	5.9651	6.1122	5.9984	5.7096	5.8063	6.0121	5.4097	7.0848	6.7731	5.6054	7.7023	5.7874	5.9508	6.8949	7.2897	6.5865	5.4012	6.0544	4.6282	5.8982	5.9586	7.133	5.6082	8.1871	6.0544	6.7899	6.6219	6.7272	6.0053	6.6707	6.4518	6.8603	6.3776	6.4994	5.5281	6.8777
HUWE1	4.9635	5.1006	5.0575	4.5503	5.3163	5.4535	4.701	5.1775	4.916	5.5928	4.8382	4.5807	5.3163	4.7029	5.1393	4.6809	5.1603	5.7942	5.9984	4.8455	4.4114	4.8728	4.6548	4.3491	4.5957	4.8909	5.6738	4.969	4.9919	5.8487	5.5333	5.3163	5.0663	4.3785	4.4114	4.5173	5.1631	3.7355	5.2876	4.3653	4.2346	5.4535	4.8222	5.1239	4.9533	5.0575	5.5977	4.9026	4.7942	5.5105	4.9098	5.079	4.9397	5.4353	5.0206	6.0053	4.9481	4.477	5.5546	4.6616	5.3519	4.8359	4.488	4.1906	5.4353	5.0639	4.934	5.6738	4.5503	4.0858	5.0607	4.8048	4.04	4.843	5.2008	4.7721	4.6848	4.9369	4.9819	4.925	4.3771	4.3844	4.7905	5.191	4.7965	5.7312	5.204	5.6395	5.382	5.1027	4.7096	4.9098	5.2359	4.9006	5.3082	5.6276	5.7096	5.5105	4.5549	4.8125
PRPF8	5.3212	5.2196	5.3136	5.3695	5.3695	5.4535	5.7554	5.6179	5.4973	5.7874	5.6276	4.6893	5.7206	5.5844	5.5229	5.025	5.2252	5.5738	5.4128	5.0894	4.6662	4.9819	5.4388	2.4957	5.1631	5.3163	5.2954	5.2806	5.1048	5.2161	5.3623	5.6446	5.2273	4.3785	5.2359	5.2359	5.4423	4.8086	5.3384	5.5056	4.5423	5.233	5.5546	5.7874	5.4353	5.6026	5.5333	5.7609	5.5105	5.4353	4.7252	5.079	5.0374	4.712	4.5904	5.0312	5.1944	5.044	5.025	4.7306	5.4479	5.3736	4.2024	5.3234	5.8285	4.6235	5.0085	4.8709	5.0108	3.5242	5.7035	4.8048	5.4128	4.0045	5.2008	4.9725	4.7442	4.8802	4.9819	5.3334	4.9959	4.5753	4.5518	5.1393	4.8405	5.382	5.4269	5.4388	5.4656	5.4311	5.223	5.3959	5.4578	4.9006	5.6903	5.5791	5.2483	5.2008	4.7703	5.2954
FGG	5.8336	5.2806	6.5219	6.6439	2.7334	6.4413	7.9645	6.2512	5.5886	5.3234	6.6707	7.1891	6.2726	6.6219	5.9586	6.3776	6.3975	7.3235	5.7151	6.2118	6.2026	5.8412	6.1223	5.8487	7.8071	5.7554	5.488	6.9824	7.5941	6.3154	7.0848	5.2161	6.4755	6.4622	6.2726	7.2551	6.8777	6.598	5.8924	5.2806	6.8949	5.6686	7.133	5.7609	6.3776	7.1891	6.6707	6.2955	6.598	6.3975	6.0396	6.61	7.4886	5.7423	6.8603	6.1223	6.1934	6.7561	5.7259	6.7417	6.5102	5.7715	6.1122	7.9645	6.5336	6.7417	6.6439	6.0396	6.6329	6.4197	6.102	7.8071	7.4886	6.5102	7.9645	6.1836	6.3248	7.133	7.133	6.9824	5.7096	6.3665	4.7096	6.4086	6.3055	7.2551	6.2726	8.4007	6.2841	7.0332	7.0848	7.2225	6.1223	7.2897	6.9178	7.5941	6.6219	7.133	6.4994	7.4886
MVP	5.9651	6.1491	6.0053	5.4214	5.9279	6.0396	5.8175	5.9848	5.9279	6.1934	5.8117	5.9279	5.8605	6.1223	5.7151	5.9782	5.9782	5.5229	5.7942	5.6785	5.3384	6.4305	6.2421	6.3154	5.7312	6.7116	6.3341	6.1122	6.0196	6.4305	5.5333	5.9508	5.4479	5.5977	5.5014	5.8787	5.7312	5.8412	6.6959	6.6219	5.7766	6.2421	6.1318	6.2118	5.6974	5.8412	6.4994	5.7609	5.9715	6.0618	5.8546	6.0772	6.0937	6.1412	5.5154	6.2619	5.4656	5.7367	5.8605	5.8412	6.1412	6.2619	5.9984	5.6131	5.4097	5.7766	5.8009	5.9508	5.9916	5.3736	6.102	5.4097	5.5703	6.0196	6.7116	5.5501	5.3477	5.6633	6.0396	6.0121	5.4012	5.7489	6.5749	5.6026	5.1322	5.8412	6.3154	6.1491	5.8232	5.5668	5.1048	5.4535	5.7715	5.8787	5.5546	5.126	6.0333	5.4578	6.0053	5.8285
A2M	6.3975	5.2196	5.6179	5.6395	0	5.7367	5.3163	5.8787	5.2638	5.6336	6.102	6.4197	6.0396	5.8175	5.4692	5.9355	5.7312	5.6179	5.0281	6.1737	5.9848	5.1807	5.2071	5.8063	5.8924	5.6686	5.7096	5.7259	5.9205	5.7259	6.6959	5.191	6.102	5.4692	5.7663	5.3334	5.0108	5.9651	5.7423	5.3959	6.9403	6.3876	8.1871	5.5105	6.0196	5.2638	5.9057	5.782	6.4413	6.3553	5.4423	5.1146	5.5844	5.1875	6.2841	6.0053	5.9984	5.5501	5.4799	5.8412	5.2743	5.5281	5.2915	6.598	5.484	5.6276	6.0772	5.6228	5.782	6.2118	5.6082	6.2512	5.943	6.1934	5.6974	5.4578	5.3695	6.102	5.7096	5.0043	5.1568	5.382	3.8953	5.7312	5.9279	5.9279	6.6439	5.6131	6.0121	5.6738	6.0396	6.4755	6.7561	5.9131	6.0853	5.3384	5.5546	5.3082	5.6633	5.8605
GAPDH	7.0848	7.7023	7.4886	7.4034	7.9645	7.133	7.8071	7.5941	7.9645	7.8071	7.5941	7.133	7.2551	7.2225	7.9645	7.8071	7.5423	7.133	7.4886	7.133	6.7899	7.0848	6.7899	7.0332	7.0848	7.5941	7.7023	7.133	6.9824	7.9645	7.1891	8.4007	7.0332	7.2551	7.2551	7.5941	7.4886	7.8071	7.6492	8.6771	6.8603	7.0332	7.4886	7.1613	6.9824	7.4886	6.9824	7.0848	7.2897	6.8949	6.8083	7.2551	6.6959	6.9403	7.1891	7.364	6.9824	6.9824	7.3235	7.3235	6.7899	7.4034	7.2551	7.0848	7.4886	7.1891	7.1891	7.5941	7.1891	6.9824	8.1871	7.2551	7.0332	7.1891	6.8603	7.133	7.3235	7.1891	7.7023	7.4034	7.1091	7.0332	7.7023	7.3235	6.8949	6.9178	7.0848	6.4886	6.7899	7.4886	7.3235	7.008	7.0332	7.4034	6.8603	6.9824	7.0848	7.4886	7.7023	8.0801
UBA1	6.5529	6.7417	6.2955	6.3776	6.598	6.3553	6.3447	6.2225	6.0333	6.4413	5.8336	5.8009	5.9984	6.3665	5.8709	5.6131	6.1223	6.7272	6.6219	6.0618	5.943	6.598	6.0691	5.8063	6.0937	6.1836	6.4622	5.8487	5.8336	6.7899	6.5749	6.3055	6.1318	5.8866	6.0333	6.0853	6.61	6.3776	7.3235	6.3341	5.8605	6.2118	6.1836	5.9848	5.9057	6.1122	6.2726	6.1737	6.0053	6.2421	6.4305	6.4622	6.4755	6.3665	5.9984	6.8949	6.3553	6.027	6.4197	6.1318	6.4518	6.8265	6.3055	6.233	6.6219	6.3776	6.1737	6.7272	6.3665	6.0544	6.5529	6.0772	6.2118	6.4197	6.9403	6.157	6.1836	6.2841	6.4518	6.3975	6.2026	6.5219	6.8949	6.4413	5.9848	6.3975	6.4413	6.5336	6.1836	6.3553	5.8336	6.2026	6.3776	6.0121	5.943	6.3876	6.1737	6.0618	6.0053	6.3447
LMNA	6.1836	6.6439	6.5749	6.1737	7.2551	6.61	5.8336	5.8009	6.2512	6.3154	6.4305	6.6439	6.3341	6.6707	6.6959	6.1934	6.3055	6.5529	5.8924	6.5749	6.2619	6.6707	6.4305	5.9279	6.1223	6.2512	6.233	6.3975	6.4197	5.9984	6.3055	6.3055	6.6439	6.4413	6.3665	6.9178	6.3975	6.4086	6.3876	7.2225	6.3665	6.3876	5.8232	6.4886	6.4886	6.2421	6.6959	6.3776	6.0333	6.1934	6.6219	6.7899	6.598	6.3154	6.4305	6.3665	6.8949	6.9403	6.2421	6.5529	6.2955	6.6574	7.1891	6.3553	6.233	6.61	6.5433	6.3154	6.8083	6.4413	6.2726	6.3447	6.2726	6.3553	6.6574	6.5865	6.7899	6.8435	6.5749	7.0332	6.6959	7.1891	6.4886	6.8777	6.5336	6.1934	6.1836	6.1737	6.5529	6.4755	6.1318	6.2512	6.5529	6.598	6.3876	6.4305	6.5433	6.6439	7.0848	7.0332
EPRS	5.5192	5.6395	5.0575	5.1703	6.0853	5.4535	5.1027	5.3477	5.2638	5.3653	5.1603	4.5084	5.6633	4.8826	5.4055	5.1659	4.9882	5.079	5.1807	5.1631	4.6662	5.4353	4.7252	5.5928	5.2954	5.5844	5.7554	5.5056	5.2713	5.7554	5.3623	6.0121	5.1048	5.3695	5.5014	5.3334	4.8728	5.7942	5.8924	6.2726	5.0607	5.7035	5.1875	5.6446	5.5738	5.1739	5.5977	5.3653	5.4388	5.3736	5.2418	5.079	5.2876	5.1875	5.1977	5.5154	5.2743	4.9662	4.8924	4.5942	5.5501	5.3027	5.0312	5.3234	5.3163	5.1875	5.5977	4.8212	4.6837	4.6413	5.3136	4.8664	5.1703	5.3434	5.2008	4.4686	5.2132	5.3695	4.4731	4.7803	5.5668	4.1457	5.4214	5.299	5.2388	5.488	5.9586	5.4388	5.4479	5.2806	5.0312	5.3163	5.1424	5.7151	5.5546	5.3384	5.3519	5.2449	4.5549	4.9006
LAMC1	5.6903	3.6559	5.2743	5.4214	3.5771	4.8775	4.3089	5.4097	4.5075	4.7252	4.5097	5.8009	5.223	5.6974	4.7029	5.2743	4.7942	5.079	3.5934	5.6131	6.4622	4.9319	4.3248	4.2593	5.025	4.2052	4.4607	5.0043	5.0815	4.2203	5.7035	4.5549	6.027	5.9715	6.0333	5.1164	5.3477	5.044	4.4172	4.5423	6.3154	5.9057	4.5674	4.9006	5.9848	4.0514	4.9507	6.1412	5.8982	5.7151	6.1412	4.9635	5.5281	5.3906	5.5607	5.1087	5.4012	6.3553	5.8924	5.4353	5.7609	4.7814	5.2102	5.3778	5.1164	6.3776	5.5014	5.5229	5.7423	6.233	3.9709	4.9819	5.0955	5.5333	4.5091	5.7874	5.3212	5.3163	4.9819	4.4026	5.8232	5.5844	4.4219	5.4128	6.3975	5.7715	4.8184	4.6687	6.0544	5.3477	5.2713	5.0228	5.3384	5.6336	4.6662	4.7565	6.3154	4.6531	3.6135	4.546
